question_id,domain,operator_types,num_logical_ops,reasoning_hops,operation_variety,logical_form,question_fa,question_en,template_fa,template_en,source,question_mode,sparql_query,notes,gold_wikidataids,gold_labels_en,gold_labels_fa,gold_display_label,answer_count,sheet_name
165,Music,OR,1,2,1,muc_C | muc_F,کدام افراد ایرانی یا خوانندهٔ هیپ‌هاپ هستند یا گیتاریست؟,Which Iranian individuals are either hip-hop singers or guitarists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q11401. }
  UNION
  { ?item wdt:P106 wd:Q855091. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q115618883;Q117197378;Q108730484;Q131445522;Q113302880;Q236748;Q5958813;Q1362514;Q20513513;Q400686;Q111900943;Q116711898;Q28007486;Q17993917;Q5938536;Q5956024;Q5949827;Q128621234;Q84956365;Q42533900;Q509521;Q17174568;Q113519201;Q5103912;Q3484853;Q113693204;Q983297;Q114313917;Q5957715;Q3959018;Q3583165;Q10854238;Q5385753;Q134510644;Q131169823;Q2919357;Q5951937;Q3066855;Q5444084;Q104833400;Q111907567;Q6735058;Q369058;Q28712560;Q2916422;Q110851842;Q6379373;Q131861666;Q867599;Q109549870;Q66771,Ali Askari;Hamid Sarami;Ramin Fallah;Soheyl Faghih-Nasiri;XWhisky;Arash;Arash Sobhani;Armik;Andre Simonyan;Ahmad Mansour;Amir D-va;Amin Maleki;Eilya Monfared;;Touraj Shabankhani;Hossein Tohi;Ho3ein;Hamidreza Ghorbani;Rashed;Roozbeh Azar;Salim Ghazi Saeedi;Sogand;Sepehr Chavoshi;Sirvan Khosravi;Sina Vodjani;Sharom;Shahin Najafi;Shervin Hajipour;;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Erfan;Ali Hosseinzadeh;;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Mohamamdreza Solati;Mehrdad H.I;Mahyar Dean;Nazar;Houman Javid;Viguen;Pushak;Kavus Torabi;;Kourosh Yaghmaei;Gameno;Jasmin Tabatabai,;;;;;آرش;آرش سبحانی;آرمیک;آندره سیمونیان;احمد منصور;امیر دیوا;امین ملکی;ایلیا منفرد;بهداد مقدسی;تورج شعبانخانی;حسین تهی;حصین;حمیدرضا قربانی;راشد;روزبه آذر;سلیم قاضی سعیدی;سوگند;سپهر چاوشی;سیروان خسروی;سینا وجدانی;شاروم;شاهین نجفی;شروین حاجیپور;شهاب طلوعی;شهرام شبپره;شهرام شکوهی;عبدی بهروانفر;عرفان;علی حسین زاده;علیرضا نیک خواه;فرامرز اصلانی;فرمان فتحعلیان;فرهاد مهراد;فریدون فروغی;محمدرضا صولتی;مهرداد اِچ.آی;مهیار محی الدین;نظر;هومن جاوید;ویگن;پوریا پوتک;کاووس ترابی;کمال صداقت;کوروش یغمایی;گامنو;یاسمین طباطبایی,Ali Askari;Hamid Sarami;Ramin Fallah;Soheyl Faghih-Nasiri;XWhisky;Arash;Arash Sobhani;Armik;Andre Simonyan;Ahmad Mansour;Amir D-va;Amin Maleki;Eilya Monfared;بهداد مقدسی;Touraj Shabankhani;Hossein Tohi;Ho3ein;Hamidreza Ghorbani;Rashed;Roozbeh Azar;Salim Ghazi Saeedi;Sogand;Sepehr Chavoshi;Sirvan Khosravi;Sina Vodjani;Sharom;Shahin Najafi;Shervin Hajipour;شهاب طلوعی;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Erfan;Ali Hosseinzadeh;علیرضا نیک خواه;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Mohamamdreza Solati;Mehrdad H.I;Mahyar Dean;Nazar;Houman Javid;Viguen;Pushak;Kavus Torabi;کمال صداقت;Kourosh Yaghmaei;Gameno;Jasmin Tabatabai,51,single-op
166,Music,OR,1,2,1,muc_C | muc_G,کدام افراد ایرانی یا خوانندهٔ هیپ‌هاپ هستند یا پیانیست؟,Which Iranian individuals are either hip-hop singers or pianists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q11401. }
  UNION
  { ?item wdt:P106 wd:Q486748. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q131445525;Q117197378;Q6916220;Q108730484;Q123594049;Q113026369;Q113257530;Q236748;Q133443900;Q1232508;Q111900943;Q124737943;Q183060;Q61594863;Q4842846;Q134489076;Q18387967;Q9355496;Q2749790;Q5943142;Q5956024;Q5949827;Q84956365;Q5940281;Q1716804;Q65194950;Q27991569;Q130268734;Q134970250;Q126935580;Q15813928;Q7562640;Q17174568;Q113519201;Q131317438;Q31802371;Q113693204;Q983297;Q114313917;Q1986130;Q7397795;Q5385753;Q134510644;Q4726868;Q131169823;Q5435629;Q3066855;Q132927794;Q47370351;Q137733659;Q16053687;Q5959978;Q5962001;Q20110011;Q111907567;Q5959846;Q369058;Q5946992;Q137802485;Q110851842;Q5961616;Q4352419;Q85652157;Q3377855;Q5726888;Q131861666;Q109549870;Q135396539,Ehsan Beyraghdar;Hamid Sarami;Moshir Habibollah Homayoun Shahrdar;Ramin Fallah;SINASOUND;Sahab Alam;Artin Shahvaran;Arash;;Êmmanowêl Melik'-Aslanean;Amir D-va;Amir Azimi;Anoushiravan Rohani;Bardia Sadrenoori;Bahram Dehghanyar;Bijan Ghaderi;Tara Kamangar;Tania Aszot-Harutunian;Javad Maroufi;;Hossein Tohi;Ho3ein;Rashed;Raphael Minaskanian;Ramin Bahrami;Reza Khosravi;Reza Rohani;;;;Soheil Nasseri;Soodabeh Salem;Sogand;Sepehr Chavoshi;Siavash Beyzaei;Sina Shabankhani;Sharom;Shahin Najafi;Shervin Hajipour;Shardad Rohani;Sadegh Nojouki;Erfan;Ali Hosseinzadeh;Alireza Assar;;Farman Behboud;Farhad Mehrad;;Layla Ramezan;;Mohammad Mehdi Goorangi;Morteza Mahjubi;;Manouchehr Cheshmazar;Mehrdad H.I;Naser Cheshmazar;Nazar;Hooman Khalatbari;;Pushak;Pooyan Azadeh;Pejman Akbarzadeh;;Peyman Yazdanian;Kamyar;;Gameno;,;;;;;;آرتین شاهوران;آرش;آریانا برکشلی;امانوئل ملیک اصلانیان;امیر دیوا;امیر عظیمی;انوشیروان روحانی;بردیا صدرنوری;بهرام دهقانیار;بیژن قادری;تارا كمانگر;تانیا آشوت;جواد معروفی;حریر شریعتزاده;حسین تهی;حصین;راشد;رافائل میناسکانیان;رامین بهرامی;رضا خسروی;رضا روحانی;روحانگیز راهگانی;سردار سرمست;سعید خدیری;سهیل ناصری;سودابه سالم;سوگند;سپهر چاوشی;سیاوش بیضایی;سینا شعبانخانی;شاروم;شاهین نجفی;شروین حاجیپور;شهرداد روحانی;صادق نوجوکی;عرفان;علی حسین زاده;علیرضا عصار;علیرضا نیک خواه;فرمان بهبود;فرهاد مهراد;فرهاد گرگینپور;لیلا رمضان;مارسل استپانیان;محمدمهدی گورنگی;مرتضی محجوبی;مشیر همایون شهردار;منوچهر چشمآذر;مهرداد اِچ.آی;ناصر چشمآذر;نظر;هومن خلعتبری;پوریا خادم;پوریا پوتک;پویان آزاده;پژمان اکبرزاده;پیمان صادقیان;پیمان یزدانیان;کامیار;کمال صداقت;گامنو;گاگیک بابایان,Ehsan Beyraghdar;Hamid Sarami;Moshir Habibollah Homayoun Shahrdar;Ramin Fallah;SINASOUND;Sahab Alam;Artin Shahvaran;Arash;آریانا برکشلی;Êmmanowêl Melik'-Aslanean;Amir D-va;Amir Azimi;Anoushiravan Rohani;Bardia Sadrenoori;Bahram Dehghanyar;Bijan Ghaderi;Tara Kamangar;Tania Aszot-Harutunian;Javad Maroufi;حریر شریعتزاده;Hossein Tohi;Ho3ein;Rashed;Raphael Minaskanian;Ramin Bahrami;Reza Khosravi;Reza Rohani;روحانگیز راهگانی;سردار سرمست;سعید خدیری;Soheil Nasseri;Soodabeh Salem;Sogand;Sepehr Chavoshi;Siavash Beyzaei;Sina Shabankhani;Sharom;Shahin Najafi;Shervin Hajipour;Shardad Rohani;Sadegh Nojouki;Erfan;Ali Hosseinzadeh;Alireza Assar;علیرضا نیک خواه;Farman Behboud;Farhad Mehrad;فرهاد گرگینپور;Layla Ramezan;مارسل استپانیان;Mohammad Mehdi Goorangi;Morteza Mahjubi;مشیر همایون شهردار;Manouchehr Cheshmazar;Mehrdad H.I;Naser Cheshmazar;Nazar;Hooman Khalatbari;پوریا خادم;Pushak;Pooyan Azadeh;Pejman Akbarzadeh;پیمان صادقیان;Peyman Yazdanian;Kamyar;کمال صداقت;Gameno;گاگیک بابایان,68,single-op
167,Music,OR,1,2,1,muc_D | muc_E,کدام افراد ایرانی یا خوانندهٔ راک هستند یا خوانندهٔ بلوز؟,Which Iranian individuals are either rock or blues singers?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q11399. }
  UNION
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q9759. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q114651384;Q20513513;Q5947315;Q7290628;Q4868101;Q3943924;Q983297;Q3959018;Q3066855;Q41281;Q4074956;Q28712560;Q2916422;Q867599,Armin Azar;Andre Simonyan;Ramesh;Rana Farhan;Sepideh;Shadmehr Aghili;Shahin Najafi;Shahram Shabpareh;Farhad Mehrad;Martik Qaraxanyan;Mehrdad Badie;Houman Javid;Viguen;Kourosh Yaghmaei,آرمین آذر;آندره سیمونیان;رامش;رعنا فرحان;سپیده;شادمهر عقیلی;شاهین نجفی;شهرام شبپره;فرهاد مهراد;مارتیک;مهرداد بدیعی;هومن جاوید;ویگن;کوروش یغمایی,Armin Azar;Andre Simonyan;Ramesh;Rana Farhan;Sepideh;Shadmehr Aghili;Shahin Najafi;Shahram Shabpareh;Farhad Mehrad;Martik Qaraxanyan;Mehrdad Badie;Houman Javid;Viguen;Kourosh Yaghmaei,14,single-op
168,Music,OR,1,2,1,muc_D | muc_F,کدام افراد ایرانی یا خوانندهٔ راک هستند یا گیتاریست؟,Which Iranian individuals are either rock singers or guitarists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q11399. }
  UNION
  { ?item wdt:P106 wd:Q855091. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q115618883;Q117197378;Q131445522;Q113302880;Q5958813;Q114651384;Q1362514;Q20513513;Q400686;Q116711898;Q28007486;Q17993917;Q5938536;Q128621234;Q84956365;Q5947315;Q42533900;Q509521;Q4868101;Q5103912;Q3484853;Q3943924;Q983297;Q5957715;Q3959018;Q3583165;Q10854238;Q134510644;Q2919357;Q5951937;Q3066855;Q5444084;Q41281;Q104833400;Q4074956;Q6735058;Q28712560;Q2916422;Q6379373;Q131861666;Q867599;Q66771,Ali Askari;Hamid Sarami;Soheyl Faghih-Nasiri;XWhisky;Arash Sobhani;Armin Azar;Armik;Andre Simonyan;Ahmad Mansour;Amin Maleki;Eilya Monfared;;Touraj Shabankhani;Hamidreza Ghorbani;Rashed;Ramesh;Roozbeh Azar;Salim Ghazi Saeedi;Sepideh;Sirvan Khosravi;Sina Vodjani;Shadmehr Aghili;Shahin Najafi;;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Ali Hosseinzadeh;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Martik Qaraxanyan;Mohamamdreza Solati;Mehrdad Badie;Mahyar Dean;Houman Javid;Viguen;Kavus Torabi;;Kourosh Yaghmaei;Jasmin Tabatabai,;;;;آرش سبحانی;آرمین آذر;آرمیک;آندره سیمونیان;احمد منصور;امین ملکی;ایلیا منفرد;بهداد مقدسی;تورج شعبانخانی;حمیدرضا قربانی;راشد;رامش;روزبه آذر;سلیم قاضی سعیدی;سپیده;سیروان خسروی;سینا وجدانی;شادمهر عقیلی;شاهین نجفی;شهاب طلوعی;شهرام شبپره;شهرام شکوهی;عبدی بهروانفر;علی حسین زاده;فرامرز اصلانی;فرمان فتحعلیان;فرهاد مهراد;فریدون فروغی;مارتیک;محمدرضا صولتی;مهرداد بدیعی;مهیار محی الدین;هومن جاوید;ویگن;کاووس ترابی;کمال صداقت;کوروش یغمایی;یاسمین طباطبایی,Ali Askari;Hamid Sarami;Soheyl Faghih-Nasiri;XWhisky;Arash Sobhani;Armin Azar;Armik;Andre Simonyan;Ahmad Mansour;Amin Maleki;Eilya Monfared;بهداد مقدسی;Touraj Shabankhani;Hamidreza Ghorbani;Rashed;Ramesh;Roozbeh Azar;Salim Ghazi Saeedi;Sepideh;Sirvan Khosravi;Sina Vodjani;Shadmehr Aghili;Shahin Najafi;شهاب طلوعی;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Ali Hosseinzadeh;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Martik Qaraxanyan;Mohamamdreza Solati;Mehrdad Badie;Mahyar Dean;Houman Javid;Viguen;Kavus Torabi;کمال صداقت;Kourosh Yaghmaei;Jasmin Tabatabai,42,single-op
169,Music,OR,1,2,1,muc_E | muc_F,کدام افراد ایرانی یا خوانندهٔ بلوز هستند یا گیتاریست؟,Which Iranian individuals are either blues singers or guitarists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q9759. }
  UNION
  { ?item wdt:P106 wd:Q855091. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q115618883;Q117197378;Q131445522;Q113302880;Q5958813;Q1362514;Q20513513;Q400686;Q116711898;Q28007486;Q17993917;Q5938536;Q128621234;Q84956365;Q7290628;Q42533900;Q509521;Q5103912;Q3484853;Q3943924;Q983297;Q5957715;Q3959018;Q3583165;Q10854238;Q134510644;Q2919357;Q5951937;Q3066855;Q5444084;Q41281;Q104833400;Q6735058;Q28712560;Q2916422;Q6379373;Q131861666;Q867599;Q66771,Ali Askari;Hamid Sarami;Soheyl Faghih-Nasiri;XWhisky;Arash Sobhani;Armik;Andre Simonyan;Ahmad Mansour;Amin Maleki;Eilya Monfared;;Touraj Shabankhani;Hamidreza Ghorbani;Rashed;Rana Farhan;Roozbeh Azar;Salim Ghazi Saeedi;Sirvan Khosravi;Sina Vodjani;Shadmehr Aghili;Shahin Najafi;;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Ali Hosseinzadeh;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Martik Qaraxanyan;Mohamamdreza Solati;Mahyar Dean;Houman Javid;Viguen;Kavus Torabi;;Kourosh Yaghmaei;Jasmin Tabatabai,;;;;آرش سبحانی;آرمیک;آندره سیمونیان;احمد منصور;امین ملکی;ایلیا منفرد;بهداد مقدسی;تورج شعبانخانی;حمیدرضا قربانی;راشد;رعنا فرحان;روزبه آذر;سلیم قاضی سعیدی;سیروان خسروی;سینا وجدانی;شادمهر عقیلی;شاهین نجفی;شهاب طلوعی;شهرام شبپره;شهرام شکوهی;عبدی بهروانفر;علی حسین زاده;فرامرز اصلانی;فرمان فتحعلیان;فرهاد مهراد;فریدون فروغی;مارتیک;محمدرضا صولتی;مهیار محی الدین;هومن جاوید;ویگن;کاووس ترابی;کمال صداقت;کوروش یغمایی;یاسمین طباطبایی,Ali Askari;Hamid Sarami;Soheyl Faghih-Nasiri;XWhisky;Arash Sobhani;Armik;Andre Simonyan;Ahmad Mansour;Amin Maleki;Eilya Monfared;بهداد مقدسی;Touraj Shabankhani;Hamidreza Ghorbani;Rashed;Rana Farhan;Roozbeh Azar;Salim Ghazi Saeedi;Sirvan Khosravi;Sina Vodjani;Shadmehr Aghili;Shahin Najafi;شهاب طلوعی;Shahram Shabpareh;Shahram Shokoohi;Abdi Behravanfar;Ali Hosseinzadeh;Faramarz Aslani;Farman Fathalian;Farhad Mehrad;Fereydoon Forooghi;Martik Qaraxanyan;Mohamamdreza Solati;Mahyar Dean;Houman Javid;Viguen;Kavus Torabi;کمال صداقت;Kourosh Yaghmaei;Jasmin Tabatabai,39,single-op
170,Music,OR,1,2,1,muc_E | muc_G,کدام افراد ایرانی یا خوانندهٔ بلوز هستند یا پیانیست؟,Which Iranian individuals are either blues singers or pianists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  { ?item wdt:P106 wd:Q177220; wdt:P136 wd:Q9759. }
  UNION
  { ?item wdt:P106 wd:Q486748. }
  ?item wdt:P27 wd:Q794; wdt:P31 wd:Q5.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
ORDER BY ?itemLabel
",-,Q131445525;Q117197378;Q6916220;Q123594049;Q113026369;Q113257530;Q133443900;Q1232508;Q124737943;Q183060;Q61594863;Q4842846;Q134489076;Q18387967;Q9355496;Q2749790;Q5943142;Q84956365;Q5940281;Q1716804;Q65194950;Q27991569;Q7290628;Q130268734;Q134970250;Q126935580;Q15813928;Q7562640;Q131317438;Q31802371;Q3943924;Q1986130;Q7397795;Q134510644;Q4726868;Q5435629;Q3066855;Q132927794;Q47370351;Q41281;Q137733659;Q16053687;Q5959978;Q5962001;Q20110011;Q5959846;Q28712560;Q5946992;Q137802485;Q5961616;Q4352419;Q85652157;Q3377855;Q5726888;Q131861666;Q867599;Q135396539,Ehsan Beyraghdar;Hamid Sarami;Moshir Habibollah Homayoun Shahrdar;SINASOUND;Sahab Alam;Artin Shahvaran;;Êmmanowêl Melik'-Aslanean;Amir Azimi;Anoushiravan Rohani;Bardia Sadrenoori;Bahram Dehghanyar;Bijan Ghaderi;Tara Kamangar;Tania Aszot-Harutunian;Javad Maroufi;;Rashed;Raphael Minaskanian;Ramin Bahrami;Reza Khosravi;Reza Rohani;Rana Farhan;;;;Soheil Nasseri;Soodabeh Salem;Siavash Beyzaei;Sina Shabankhani;Shadmehr Aghili;Shardad Rohani;Sadegh Nojouki;Ali Hosseinzadeh;Alireza Assar;Farman Behboud;Farhad Mehrad;;Layla Ramezan;Martik Qaraxanyan;;Mohammad Mehdi Goorangi;Morteza Mahjubi;;Manouchehr Cheshmazar;Naser Cheshmazar;Houman Javid;Hooman Khalatbari;;Pooyan Azadeh;Pejman Akbarzadeh;;Peyman Yazdanian;Kamyar;;Kourosh Yaghmaei;,;;;;;آرتین شاهوران;آریانا برکشلی;امانوئل ملیک اصلانیان;امیر عظیمی;انوشیروان روحانی;بردیا صدرنوری;بهرام دهقانیار;بیژن قادری;تارا كمانگر;تانیا آشوت;جواد معروفی;حریر شریعتزاده;راشد;رافائل میناسکانیان;رامین بهرامی;رضا خسروی;رضا روحانی;رعنا فرحان;روحانگیز راهگانی;سردار سرمست;سعید خدیری;سهیل ناصری;سودابه سالم;سیاوش بیضایی;سینا شعبانخانی;شادمهر عقیلی;شهرداد روحانی;صادق نوجوکی;علی حسین زاده;علیرضا عصار;فرمان بهبود;فرهاد مهراد;فرهاد گرگینپور;لیلا رمضان;مارتیک;مارسل استپانیان;محمدمهدی گورنگی;مرتضی محجوبی;مشیر همایون شهردار;منوچهر چشمآذر;ناصر چشمآذر;هومن جاوید;هومن خلعتبری;پوریا خادم;پویان آزاده;پژمان اکبرزاده;پیمان صادقیان;پیمان یزدانیان;کامیار;کمال صداقت;کوروش یغمایی;گاگیک بابایان,Ehsan Beyraghdar;Hamid Sarami;Moshir Habibollah Homayoun Shahrdar;SINASOUND;Sahab Alam;Artin Shahvaran;آریانا برکشلی;Êmmanowêl Melik'-Aslanean;Amir Azimi;Anoushiravan Rohani;Bardia Sadrenoori;Bahram Dehghanyar;Bijan Ghaderi;Tara Kamangar;Tania Aszot-Harutunian;Javad Maroufi;حریر شریعتزاده;Rashed;Raphael Minaskanian;Ramin Bahrami;Reza Khosravi;Reza Rohani;Rana Farhan;روحانگیز راهگانی;سردار سرمست;سعید خدیری;Soheil Nasseri;Soodabeh Salem;Siavash Beyzaei;Sina Shabankhani;Shadmehr Aghili;Shardad Rohani;Sadegh Nojouki;Ali Hosseinzadeh;Alireza Assar;Farman Behboud;Farhad Mehrad;فرهاد گرگینپور;Layla Ramezan;Martik Qaraxanyan;مارسل استپانیان;Mohammad Mehdi Goorangi;Morteza Mahjubi;مشیر همایون شهردار;Manouchehr Cheshmazar;Naser Cheshmazar;Houman Javid;Hooman Khalatbari;پوریا خادم;Pooyan Azadeh;Pejman Akbarzadeh;پیمان صادقیان;Peyman Yazdanian;Kamyar;کمال صداقت;Kourosh Yaghmaei;گاگیک بابایان,57,single-op
171,Cultural Figures,AND,1,2,1,culF_A & culF_B,کدام افراد ایرانی هم منتقد فیلم هستند و هم پژوهشگر مطالعات فرهنگی؟,Which Iranian individuals are both film critics and cultural studies researchers?,کدام [نوع_مورد] هم [شرط A] و هم [شرط B] هستند؟,Which [item type] are both [Condition A] and [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P106 wd:Q4220892.      
  ?item wdt:P106 wd:Q19829999.     
  ?item wdt:P27 wd:Q794.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
",-,Q86688134,Milad Dokhanchi,میلاد دخانچی,Milad Dokhanchi,1,single-op
172,Cultural Figures,AND,1,2,1,culF_A & culF_C,کدام افراد ایرانی هم منتقد فیلم هستند و هم مستندساز؟,Which Iranian individuals are both film critics and documentary filmmakers?,کدام [نوع_مورد] هم [شرط A] و هم [شرط B] هستند؟,Which [item type] are both [Condition A] and [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P106 wd:Q4220892.      
  ?item wdt:P106 wd:Q1235146.      
  ?item wdt:P27 wd:Q794.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
",-,Q86688134;Q133280295,Milad Dokhanchi;,میلاد دخانچی;سیاوش سرمدی,Milad Dokhanchi;سیاوش سرمدی,2,single-op
173,Cultural Figures,AND,1,2,1,culF_A & culF_D,کدام افراد ایرانی هم منتقد فیلم هستند و هم تهیه‌کنندهٔ تلویزیونی؟,Which Iranian individuals are both film critics and television producers?,کدام [نوع_مورد] هم [شرط A] و هم [شرط B] هستند؟,Which [item type] are both [Condition A] and [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P106 wd:Q4220892.     
  ?item wdt:P106 wd:Q578109.       
  ?item wdt:P27 wd:Q794.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
",-,Q26858733,Aref Mohammadi,عارف محمدی,Aref Mohammadi,1,single-op
174,Cultural Figures,AND,1,2,1,culF_B & culF_C,کدام افراد ایرانی هم پژوهشگر مطالعات فرهنگی هستند و هم مستندساز؟,Which Iranian individuals are both cultural studies researchers and documentary filmmakers?,کدام [نوع_مورد] هم [شرط A] و هم [شرط B] هستند؟,Which [item type] are both [Condition A] and [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P106 wd:Q19829999.     
  ?item wdt:P106 wd:Q1235146.      
  ?item wdt:P27 wd:Q794.
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}
",-,Q86688134,Milad Dokhanchi,میلاد دخانچی,Milad Dokhanchi,1,single-op
